,index,path,label,image_id,label_idx,set_type
0,0,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0031443.jpg,DEF,ISIC_0031443.jpg,3,train
1,2,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0030830.jpg,DEF,ISIC_0030830.jpg,3,train
2,4,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0027141.jpg,DEF,ISIC_0027141.jpg,3,train
3,5,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0033695.jpg,DEF,ISIC_0033695.jpg,3,train
4,6,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0024994.jpg,DEF,ISIC_0024994.jpg,3,train
5,8,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0029760.jpg,DEF,ISIC_0029760.jpg,3,train
6,9,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0030011.jpg,DEF,ISIC_0030011.jpg,3,train
7,10,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0032410.jpg,DEF,ISIC_0032410.jpg,3,train
8,11,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0030442.jpg,DEF,ISIC_0030442.jpg,3,train
9,12,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0028346.jpg,DEF,ISIC_0028346.jpg,3,train
10,13,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0031123.jpg,DEF,ISIC_0031123.jpg,3,train
11,14,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0027598.jpg,DEF,ISIC_0027598.jpg,3,train
12,15,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0028880.jpg,DEF,ISIC_0028880.jpg,3,train
13,16,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0033860.jpg,DEF,ISIC_0033860.jpg,3,train
14,18,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0029177.jpg,DEF,ISIC_0029177.jpg,3,train
15,21,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0025954.jpg,DEF,ISIC_0025954.jpg,3,train
16,22,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0032138.jpg,DEF,ISIC_0032138.jpg,3,train
17,23,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0024330.jpg,DEF,ISIC_0024330.jpg,3,train
18,24,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0025622.jpg,DEF,ISIC_0025622.jpg,3,train
19,25,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0025223.jpg,DEF,ISIC_0025223.jpg,3,train
20,28,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0033422.jpg,DEF,ISIC_0033422.jpg,3,train
21,29,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0027488.jpg,DEF,ISIC_0027488.jpg,3,train
22,30,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0027107.jpg,DEF,ISIC_0027107.jpg,3,train
23,32,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0024396.jpg,DEF,ISIC_0024396.jpg,3,train
24,33,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0025903.jpg,DEF,ISIC_0025903.jpg,3,train
25,35,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0030579.jpg,DEF,ISIC_0030579.jpg,3,train
26,37,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0033808.jpg,DEF,ISIC_0033808.jpg,3,train
27,38,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0029783.jpg,DEF,ISIC_0029783.jpg,3,train
28,39,/gpfsdswork/projects/rech/izg/uvh55jl/isic2018/dataset/DEF/ISIC_0029578.jpg,DEF,ISIC_0029578.jpg,3,train
